DISTRICT,YEAR,WINNER,VOTES
WY-00,2012,libertarian,8442.0
WY-00,2012,democrat,57573.0
WY-00,2012,republican,166452.0
AL-01,2014,republican,103758.0
AL-01,2014,democrat,48278.0
AL-02,2014,republican,113103.0
AL-02,2014,democrat,54692.0
AL-03,2014,democrat,52816.0
AL-03,2014,republican,103558.0
AL-04,2014,republican,132831.0
AL-05,2014,independent,39005.0
AL-05,2014,republican,115338.0
AL-06,2014,democrat,42291.0
AL-06,2014,republican,135945.0
AL-07,2014,democrat,133687.0
AK-00,2014,republican,142572.0
AK-00,2014,democrat,114602.0
AK-00,2014,libertarian,21290.0
AZ-01,2014,republican,87723.0
AZ-01,2014,democrat,97391.0
AZ-02,2014,democrat,109543.0
AZ-02,2014,republican,109704.0
AZ-03,2014,marketing managers,8.0
AZ-03,2014,republican,46185.0
AZ-03,2014,democrat,58192.0
AZ-03,2014,independent,43.0
AZ-04,2014,democrat,45179.0
AZ-04,2014,libertarian,7440.0
AZ-04,2014,republican,122560.0
AZ-05,2014,democrat,54596.0
AZ-05,2014,republican,124867.0
AZ-06,2014,democrat,70198.0
AZ-06,2014,republican,129578.0
AZ-07,2014,democrat,54235.0
AZ-07,2014,americans elect,3858.0
AZ-07,2014,libertarian,10715.0
AZ-07,2014,jos_ pe_alosa,3496.0
AZ-08,2014,republican,128710.0
AZ-08,2014,americans elect,41066.0
AZ-09,2014,libertarian,5612.0
AZ-09,2014,republican,67841.0
AZ-09,2014,democrat,88609.0
AR-01,2014,libertarian,8562.0
AR-01,2014,republican,124139.0
AR-01,2014,democrat,63555.0
AR-02,2014,democrat,103477.0
AR-02,2014,libertarian,10590.0
AR-02,2014,republican,123073.0
AR-03,2014,libertarian,39305.0
AR-03,2014,republican,151630.0
AR-04,2014,democrat,87742.0
AR-04,2014,republican,110789.0
AR-04,2014,libertarian,7598.0
CA-01,2014,democrat,84320.0
CA-01,2014,republican,132052.0
CA-02,2014,republican,54400.0
CA-02,2014,democrat,163124.0
CA-03,2014,democrat,79224.0
CA-03,2014,republican,71036.0
CA-04,2014,republican,126784.0
CA-05,2014,no party preference,41535.0
CA-05,2014,democrat,129613.0
CA-06,2014,democrat,97008.0
CA-06,2014,republican,36448.0
CA-07,2014,republican,91066.0
CA-07,2014,democrat,92521.0
CA-08,2014,republican,77480.0
CA-08,2014,democrat,37056.0
CA-09,2014,democrat,63475.0
CA-09,2014,republican,57729.0
CA-10,2014,democrat,55123.0
CA-10,2014,republican,70582.0
CA-11,2014,republican,57160.0
CA-11,2014,democrat,117502.0
CA-12,2014,republican,32197.0
CA-12,2014,democrat,160067.0
CA-13,2014,republican,21940.0
CA-13,2014,democrat,168491.0
CA-14,2014,republican,34757.0
CA-14,2014,democrat,114389.0
CA-15,2014,republican,43150.0
CA-15,2014,democrat,99756.0
CA-16,2014,republican,44943.0
CA-16,2014,democrat,46277.0
CA-17,2014,democrat,69561.0
CA-18,2014,republican,63326.0
CA-18,2014,democrat,133060.0
CA-19,2014,democrat,85888.0
CA-20,2014,democrat,106034.0
CA-20,2014,no party preference,35010.0
CA-21,2014,republican,45907.0
CA-21,2014,democrat,33470.0
CA-22,2014,republican,96053.0
CA-22,2014,democrat,37289.0
CA-23,2014,republican,100317.0
CA-23,2014,democrat,33726.0
CA-24,2014,republican,95566.0
CA-24,2014,democrat,103228.0
CA-25,2014,republican,60847.0
CA-26,2014,republican,82653.0
CA-26,2014,democrat,87176.0
CA-27,2014,republican,51852.0
CA-27,2014,democrat,75728.0
CA-28,2014,democrat,91996.0
CA-28,2014,no party preference,28268.0
CA-29,2014,republican,17045.0
CA-29,2014,democrat,50096.0
CA-30,2014,democrat,86568.0
CA-30,2014,republican,45315.0
CA-31,2014,republican,48162.0
CA-31,2014,democrat,51622.0
CA-32,2014,republican,34053.0
CA-32,2014,democrat,50353.0
CA-33,2014,republican,74700.0
CA-33,2014,democrat,108331.0
CA-34,2014,democrat,44697.0
CA-35,2014,democrat,39502.0
CA-36,2014,democrat,72682.0
CA-36,2014,republican,61457.0
CA-37,2014,republican,18051.0
CA-37,2014,democrat,96787.0
CA-38,2014,democrat,58192.0
CA-38,2014,republican,40288.0
CA-39,2014,republican,91319.0
CA-39,2014,democrat,41906.0
CA-40,2014,democrat,30208.0
CA-41,2014,democrat,46948.0
CA-41,2014,republican,35936.0
CA-42,2014,republican,74540.0
CA-42,2014,democrat,38850.0
CA-43,2014,democrat,69681.0
CA-43,2014,republican,28521.0
CA-44,2014,democrat,59670.0
CA-44,2014,peace and freedom,9192.0
CA-45,2014,republican,106083.0
CA-45,2014,democrat,56819.0
CA-46,2014,democrat,49738.0
CA-46,2014,republican,33577.0
CA-47,2014,republican,54309.0
CA-47,2014,democrat,69091.0
CA-48,2014,republican,112082.0
CA-48,2014,democrat,62713.0
CA-49,2014,republican,98161.0
CA-49,2014,democrat,64981.0
CA-50,2014,republican,111997.0
CA-50,2014,democrat,45302.0
CA-51,2014,republican,25577.0
CA-51,2014,democrat,56373.0
CA-52,2014,republican,92746.0
CA-52,2014,democrat,98826.0
CA-53,2014,democrat,87104.0
CA-53,2014,republican,60940.0
CO-01,2014,republican,80682.0
CO-01,2014,libertarian,9292.0
CO-01,2014,democrat,183281.0
CO-01,2014,unaffiliated,5236.0
CO-02,2014,republican,149645.0
CO-02,2014,democrat,196300.0
CO-03,2014,libertarian,6472.0
CO-03,2014,unaffiliated,11294.0
CO-03,2014,republican,163011.0
CO-03,2014,democrat,100364.0
CO-04,2014,democrat,83727.0
CO-04,2014,unaffiliated,8016.0
CO-04,2014,libertarian,9472.0
CO-04,2014,republican,185292.0
CO-05,2014,democrat,105673.0
CO-05,2014,republican,157182.0
CO-06,2014,libertarian,8623.0
CO-06,2014,republican,143467.0
CO-06,2014,green,5503.0
CO-06,2014,democrat,118847.0
CO-07,2014,republican,120918.0
CO-07,2014,democrat,148225.0
CT-01,2014,republican,78609.0
CT-01,2014,working families,8395.0
CT-01,2014,green,3447.0
CT-01,2014,democrat,127430.0
CT-02,2014,green,2549.0
CT-02,2014,republican,80837.0
CT-02,2014,working families,10654.0
CT-02,2014,democrat,131294.0
CT-02,2014,libertarian,2602.0
CT-03,2014,working families,10476.0
CT-03,2014,democrat,130009.0
CT-03,2014,republican,69454.0
CT-04,2014,democrat,101401.0
CT-04,2014,republican,88209.0
CT-04,2014,working families,5472.0
CT-04,2014,independent,3713.0
CT-05,2014,democrat,106256.0
CT-05,2014,independent,5363.0
CT-05,2014,petitioning candidate,1970.0
CT-05,2014,republican,92404.0
CT-05,2014,working families,7308.0
DE-00,2014,green,4801.0
DE-00,2014,democrat,137251.0
DE-00,2014,republican,85146.0
DE-00,2014,libertarian,4419.0
FL-01,2014,democrat,54976.0
FL-01,2014,republican,165086.0
FL-01,2014,no party affiliation,15281.0
FL-02,2014,democrat,126096.0
FL-02,2014,republican,123262.0
FL-03,2014,democrat,73910.0
FL-03,2014,republican,148691.0
FL-03,2014,no party affiliation,6208.0
FL-04,2014,no party affiliation,35663.0
FL-04,2014,republican,177887.0
FL-05,2014,republican,59237.0
FL-05,2014,democrat,112340.0
FL-06,2014,republican,166254.0
FL-06,2014,democrat,99563.0
FL-07,2014,democrat,73011.0
FL-07,2014,no party affiliation,9679.0
FL-07,2014,republican,144474.0
FL-08,2014,republican,180728.0
FL-08,2014,democrat,93724.0
FL-09,2014,republican,74963.0
FL-09,2014,no party affiliation,5060.0
FL-09,2014,democrat,93850.0
FL-10,2014,republican,143128.0
FL-10,2014,democrat,89426.0
FL-11,2014,democrat,90786.0
FL-11,2014,republican,181508.0
FL-12,2014,republican,1.0
FL-13,2014,republican,168172.0
FL-13,2014,libertarian,55318.0
FL-14,2014,democrat,1.0
FL-15,2014,republican,128750.0
FL-15,2014,democrat,84832.0
FL-16,2014,republican,169126.0
FL-16,2014,democrat,105483.0
FL-17,2014,democrat,82263.0
FL-17,2014,republican,141493.0
FL-18,2014,democrat,151478.0
FL-18,2014,republican,101896.0
FL-19,2014,republican,159354.0
FL-19,2014,libertarian,6671.0
FL-19,2014,democrat,80824.0
FL-20,2014,republican,28968.0
FL-20,2014,democrat,128498.0
FL-21,2014,democrat,153395.0
FL-22,2014,republican,90685.0
FL-22,2014,democrat,125404.0
FL-23,2014,republican,61519.0
FL-23,2014,democrat,103269.0
FL-24,2014,no party affiliation,5487.0
FL-24,2014,democrat,129192.0
FL-24,2014,republican,15239.0
FL-25,2014,republican,1.0
FL-26,2014,democrat,78306.0
FL-26,2014,republican,83031.0
FL-27,2014,republican,1.0
GA-01,2014,democrat,61175.0
GA-01,2014,republican,95337.0
GA-02,2014,republican,66537.0
GA-02,2014,democrat,96363.0
GA-03,2014,republican,156277.0
GA-04,2014,democrat,161211.0
GA-05,2014,democrat,170326.0
GA-06,2014,democrat,71486.0
GA-06,2014,republican,139018.0
GA-07,2014,democrat,60112.0
GA-07,2014,republican,113557.0
GA-08,2014,republican,129938.0
GA-09,2014,republican,146059.0
GA-09,2014,democrat,34988.0
GA-10,2014,democrat,65777.0
GA-10,2014,republican,130703.0
GA-11,2014,republican,161532.0
GA-12,2014,republican,91336.0
GA-12,2014,democrat,75478.0
GA-13,2014,democrat,159445.0
GA-14,2014,republican,118782.0
HI-01,2014,democrat,93390.0
HI-01,2014,republican,86454.0
HI-02,2014,libertarian,4693.0
HI-02,2014,democrat,142010.0
HI-02,2014,republican,33630.0
ID-01,2014,republican,143580.0
ID-01,2014,democrat,77277.0
ID-02,2014,republican,131492.0
ID-02,2014,democrat,82801.0
IL-01,2014,democrat,162268.0
IL-01,2014,republican,59749.0
IL-02,2014,democrat,160337.0
IL-02,2014,republican,43799.0
IL-03,2014,democrat,116764.0
IL-03,2014,republican,64091.0
IL-04,2014,republican,22278.0
IL-04,2014,democrat,79666.0
IL-05,2014,republican,56350.0
IL-05,2014,green,11305.0
IL-05,2014,democrat,116364.0
IL-06,2014,republican,160287.0
IL-06,2014,democrat,78465.0
IL-07,2014,democrat,155110.0
IL-07,2014,republican,27168.0
IL-08,2014,democrat,84178.0
IL-08,2014,republican,66878.0
IL-09,2014,republican,72384.0
IL-09,2014,democrat,141000.0
IL-10,2014,republican,95992.0
IL-10,2014,democrat,91136.0
IL-11,2014,democrat,93436.0
IL-11,2014,republican,81335.0
IL-12,2014,democrat,87860.0
IL-12,2014,republican,110038.0
IL-12,2014,green,11840.0
IL-13,2014,democrat,86935.0
IL-13,2014,republican,123337.0
IL-14,2014,republican,145369.0
IL-14,2014,democrat,76861.0
IL-15,2014,democrat,55652.0
IL-15,2014,republican,166274.0
IL-16,2014,republican,153388.0
IL-16,2014,democrat,63810.0
IL-17,2014,republican,88785.0
IL-17,2014,democrat,110560.0
IL-18,2014,democrat,62377.0
IL-18,2014,republican,184363.0
IN-01,2014,libertarian,4714.0
IN-01,2014,republican,51000.0
IN-01,2014,democrat,86579.0
IN-02,2014,libertarian,4027.0
IN-02,2014,republican,85583.0
IN-02,2014,democrat,55590.0
IN-03,2014,libertarian,11130.0
IN-03,2014,republican,97892.0
IN-03,2014,democrat,39771.0
IN-04,2014,republican,94998.0
IN-04,2014,democrat,47056.0
IN-05,2014,republican,105277.0
IN-05,2014,libertarian,6407.0
IN-05,2014,democrat,49756.0
IN-06,2014,libertarian,7375.0
IN-06,2014,democrat,45509.0
IN-06,2014,republican,102187.0
IN-07,2014,republican,46887.0
IN-07,2014,democrat,61443.0
IN-07,2014,libertarian,3931.0
IN-08,2014,democrat,61384.0
IN-08,2014,libertarian,6587.0
IN-08,2014,republican,103344.0
IN-09,2014,libertarian,6777.0
IN-09,2014,republican,101594.0
IN-09,2014,democrat,55016.0
IA-01,2014,democrat,141145.0
IA-01,2014,republican,147762.0
IA-02,2014,democrat,143431.0
IA-02,2014,republican,129455.0
IA-03,2014,democrat,119109.0
IA-03,2014,libertarian,9054.0
IA-03,2014,republican,148814.0
IA-03,2014,none,4360.0
IA-04,2014,democrat,105504.0
IA-04,2014,republican,169834.0
KS-01,2014,democrat,65397.0
KS-01,2014,republican,138764.0
KS-02,2014,democrat,87153.0
KS-02,2014,republican,128742.0
KS-02,2014,libertarian,9791.0
KS-03,2014,republican,134493.0
KS-03,2014,democrat,89584.0
KS-04,2014,democrat,69396.0
KS-04,2014,republican,138757.0
KY-01,2014,democrat,63596.0
KY-01,2014,republican,173022.0
KY-02,2014,republican,156936.0
KY-02,2014,democrat,69898.0
KY-03,2014,republican,87981.0
KY-03,2014,independent,2318.0
KY-03,2014,democrat,157056.0
KY-04,2014,democrat,71694.0
KY-04,2014,republican,150464.0
KY-05,2014,democrat,47617.0
KY-05,2014,republican,171350.0
KY-06,2014,republican,147404.0
KY-06,2014,democrat,98290.0
LA-01,2014,democrat,24761.0
LA-01,2014,republican,189250.0
LA-01,2014,libertarian,8707.0
LA-02,2014,democrat,152201.0
LA-02,2014,libertarian,15237.0
LA-02,2014,no party,16327.0
LA-03,2014,republican,185867.0
LA-03,2014,no party,28342.0
LA-04,2014,republican,152683.0
LA-04,2014,libertarian,55236.0
LA-05,2014,republican,134616.0
LA-05,2014,green,1655.0
LA-05,2014,libertarian,2201.0
LA-05,2014,democrat,75006.0
LA-06,2014,republican,139209.0
LA-06,2014,democrat,83781.0
LA-06,2014,libertarian,3561.0
ME-01,2014,democrat,186674.0
ME-01,2014,independent,27410.0
ME-01,2014,republican,94751.0
ME-02,2014,republican,133320.0
ME-02,2014,independent,31337.0
ME-02,2014,democrat,118568.0
MD-01,2014,democrat,73843.0
MD-01,2014,republican,176342.0
MD-02,2014,republican,70411.0
MD-02,2014,green,5326.0
MD-02,2014,democrat,120412.0
MD-03,2014,democrat,128594.0
MD-03,2014,republican,87029.0
MD-04,2014,republican,54217.0
MD-04,2014,libertarian,2795.0
MD-04,2014,democrat,134628.0
MD-05,2014,democrat,144725.0
MD-05,2014,republican,80752.0
MD-06,2014,republican,91930.0
MD-06,2014,democrat,94704.0
MD-06,2014,green,3762.0
MD-07,2014,republican,55860.0
MD-07,2014,democrat,144639.0
MD-07,2014,libertarian,6103.0
MD-08,2014,republican,87859.0
MD-08,2014,democrat,136722.0
MA-01,2014,democrat,167612.0
MA-02,2014,democrat,169640.0
MA-03,2014,democrat,139104.0
MA-03,2014,republican,81638.0
MA-04,2014,democrat,184158.0
MA-05,2014,democrat,182100.0
MA-06,2014,independent,10373.0
MA-06,2014,democrat,149638.0
MA-06,2014,republican,111989.0
MA-07,2014,democrat,142133.0
MA-08,2014,democrat,200644.0
MA-09,2014,republican,114971.0
MA-09,2014,democrat,140413.0
MI-01,2014,green,2631.0
MI-01,2014,democrat,113263.0
MI-01,2014,republican,130414.0
MI-01,2014,libertarian,3823.0
MI-02,2014,libertarian,3877.0
MI-02,2014,democrat,70851.0
MI-02,2014,u.s. taxpayers,2776.0
MI-02,2014,republican,135568.0
MI-03,2014,republican,125754.0
MI-03,2014,green,6691.0
MI-03,2014,democrat,84720.0
MI-04,2014,u.s. taxpayers,4990.0
MI-04,2014,libertarian,4694.0
MI-04,2014,democrat,85777.0
MI-04,2014,republican,123962.0
MI-05,2014,democrat,148182.0
MI-05,2014,libertarian,4734.0
MI-05,2014,republican,69222.0
MI-06,2014,green,2254.0
MI-06,2014,libertarian,5530.0
MI-06,2014,republican,116801.0
MI-06,2014,democrat,84391.0
MI-07,2014,democrat,92083.0
MI-07,2014,no party affiliation,4369.0
MI-07,2014,libertarian,4531.0
MI-07,2014,republican,119564.0
MI-07,2014,u.s. taxpayers,3138.0
MI-08,2014,democrat,102269.0
MI-08,2014,natural law party,1680.0
MI-08,2014,republican,132739.0
MI-08,2014,libertarian,4557.0
MI-08,2014,green,1880.0
MI-09,2014,republican,81470.0
MI-09,2014,democrat,136342.0
MI-09,2014,green,3153.0
MI-09,2014,libertarian,4792.0
MI-10,2014,green,4480.0
MI-10,2014,democrat,67143.0
MI-10,2014,republican,157069.0
MI-11,2014,democrat,101681.0
MI-11,2014,republican,140435.0
MI-11,2014,libertarian,7711.0
MI-12,2014,no party affiliation,5039.0
MI-12,2014,democrat,134346.0
MI-12,2014,republican,64716.0
MI-12,2014,libertarian,2559.0
MI-13,2014,republican,27234.0
MI-13,2014,democrat,132710.0
MI-13,2014,no party affiliation,3466.0
MI-13,2014,libertarian,3537.0
MI-14,2014,libertarian,3366.0
MI-14,2014,republican,41801.0
MI-14,2014,democrat,165272.0
MI-14,2014,green,1999.0
MN-01,2014,democratic-farmer-labor,122851.0
MN-01,2014,republican,103536.0
MN-02,2014,democratic-farmer-labor,95565.0
MN-02,2014,independence,12319.0
MN-02,2014,republican,137778.0
MN-03,2014,republican,167515.0
MN-03,2014,democratic-farmer-labor,101846.0
MN-04,2014,independence,14059.0
MN-04,2014,democratic-farmer-labor,147857.0
MN-04,2014,republican,79492.0
MN-05,2014,democrat,167079.0
MN-05,2014,independence,12001.0
MN-05,2014,republican,56577.0
MN-06,2014,republican,133328.0
MN-06,2014,democratic-farmer-labor,90926.0
MN-06,2014,independence,12457.0
MN-07,2014,republican,109955.0
MN-07,2014,democratic-farmer-labor,130546.0
MN-08,2014,republican,125358.0
MN-08,2014,democrat,129090.0
MN-08,2014,green,11450.0
MS-01,2014,republican,102622.0
MS-01,2014,reform,946.0
MS-01,2014,libertarian,3830.0
MS-01,2014,democrat,43713.0
MS-02,2014,reform,11493.0
MS-02,2014,democrat,100688.0
MS-02,2014,independent,36465.0
MS-03,2014,reform,1541.0
MS-03,2014,republican,117771.0
MS-03,2014,democrat,47744.0
MS-03,2014,independent,3890.0
MS-04,2014,democrat,37869.0
MS-04,2014,republican,108776.0
MS-04,2014,independent,3684.0
MS-04,2014,reform,917.0
MS-04,2014,libertarian,3473.0
MO-01,2014,libertarian,8906.0
MO-01,2014,republican,35273.0
MO-01,2014,democrat,119315.0
MO-02,2014,libertarian,7542.0
MO-02,2014,republican,148191.0
MO-02,2014,democrat,75384.0
MO-03,2014,libertarian,8593.0
MO-03,2014,democrat,52021.0
MO-03,2014,republican,130940.0
MO-04,2014,libertarian,9793.0
MO-04,2014,republican,120014.0
MO-04,2014,democrat,46464.0
MO-05,2014,democrat,79256.0
MO-05,2014,republican,69071.0
MO-05,2014,libertarian,5308.0
MO-06,2014,democrat,55157.0
MO-06,2014,republican,124616.0
MO-06,2014,libertarian,7197.0
MO-07,2014,republican,104054.0
MO-07,2014,libertarian,12584.0
MO-07,2014,democrat,47282.0
MO-08,2014,democrat,38721.0
MO-08,2014,republican,106124.0
MO-08,2014,libertarian,3759.0
MO-08,2014,constitution,3799.0
MO-08,2014,independent,6821.0
MT-00,2014,republican,203871.0
MT-00,2014,libertarian,15402.0
MT-00,2014,democrat,148690.0
NE-01,2014,republican,123219.0
NE-01,2014,democrat,55838.0
NE-02,2014,democrat,83872.0
NE-02,2014,libertarian,9021.0
NE-02,2014,republican,78157.0
NE-03,2014,republican,139440.0
NE-03,2014,democrat,45524.0
NV-01,2014,independent american,1626.0
NV-01,2014,democrat,45643.0
NV-01,2014,libertarian,2617.0
NV-01,2014,republican,30413.0
NV-02,2014,democrat,52016.0
NV-02,2014,republican,122402.0
NV-02,2014,independent american,11792.0
NV-03,2014,democrat,52644.0
NV-03,2014,independent,1637.0
NV-03,2014,libertarian,1566.0
NV-03,2014,republican,88528.0
NV-04,2014,democrat,59844.0
NV-04,2014,independent american,3352.0
NV-04,2014,republican,63466.0
NV-04,2014,libertarian,4119.0
NH-01,2014,republican,125508.0
NH-01,2014,democrat,116769.0
NH-02,2014,democrat,130700.0
NH-02,2014,republican,106871.0
NJ-01,2014,change is needed,1103.0
NJ-01,2014,stop boss politics,1134.0
NJ-01,2014,d-r party,449.0
NJ-01,2014,republican,64073.0
NJ-01,2014,democrat,93315.0
NJ-01,2014,of the people,634.0
NJ-01,2014,we deserve better,1784.0
NJ-02,2014,d-r party,663.0
NJ-02,2014,democrat,66026.0
NJ-02,2014,american labor,501.0
NJ-02,2014,republican,108875.0
NJ-02,2014,independent,612.0
NJ-03,2014,d-r party,3095.0
NJ-03,2014,republican,100471.0
NJ-03,2014,democrat,82537.0
NJ-04,2014,republican,118826.0
NJ-04,2014,democrat,54415.0
NJ-04,2014,d-r party,1608.0
NJ-05,2014,for americans,2435.0
NJ-05,2014,republican,104678.0
NJ-05,2014,democrat,81808.0
NJ-06,2014,democrat,72190.0
NJ-06,2014,libertarian,1376.0
NJ-06,2014,republican,46891.0
NJ-07,2014,republican,104287.0
NJ-07,2014,democrat,68232.0
NJ-07,2014,libertarian,3478.0
NJ-08,2014,wake up usa,1022.0
NJ-08,2014,republican,15141.0
NJ-08,2014,politicians are crooks,1192.0
NJ-08,2014,democrat,61510.0
NJ-08,2014,911 truth needed,653.0
NJ-09,2014,republican,36246.0
NJ-09,2014,seeking inclusion,1715.0
NJ-09,2014,democrat,82498.0
NJ-10,2014,bullying breaks hearts,1237.0
NJ-10,2014,republican,14154.0
NJ-10,2014,future.vision,998.0
NJ-10,2014,democrat,95734.0
NJ-11,2014,democrat,65477.0
NJ-11,2014,republican,109455.0
NJ-12,2014,start the conversation,531.0
NJ-12,2014,republican,54168.0
NJ-12,2014,democrat,90430.0
NJ-12,2014,truth vision hope,567.0
NJ-12,2014,legalize marijuana,1330.0
NJ-12,2014,green,890.0
NJ-12,2014,d-r party,450.0
NM-01,2014,republican,74558.0
NM-01,2014,democrat,105474.0
NM-02,2014,republican,95209.0
NM-02,2014,democrat,52499.0
NM-03,2014,republican,70775.0
NM-03,2014,democrat,113249.0
NY-01,2014,independence,4878.0
NY-01,2014,working families,5457.0
NY-01,2014,conservative,16973.0
NY-01,2014,republican,77062.0
NY-01,2014,democrat,68387.0
NY-02,2014,green,2281.0
NY-02,2014,democrat,41814.0
NY-02,2014,independence,4729.0
NY-02,2014,republican,76659.0
NY-02,2014,conservative,13789.0
NY-03,2014,independence,4448.0
NY-03,2014,democrat,80393.0
NY-03,2014,republican,63219.0
NY-03,2014,working families,5191.0
NY-03,2014,conservative/libertarian,11050.0
NY-04,2014,working families,6021.0
NY-04,2014,independence,2437.0
NY-04,2014,democrat,83772.0
NY-04,2014,republican,67811.0
NY-04,2014,conservative,9879.0
NY-05,2014,democrat,75712.0
NY-05,2014,allen 4 congress,3870.0
NY-06,2014,democrat,49227.0
NY-06,2014,working families,6141.0
NY-07,2014,conservative,1398.0
NY-07,2014,republican,5713.0
NY-07,2014,democrat,47142.0
NY-07,2014,working families,9451.0
NY-08,2014,democrat,70469.0
NY-08,2014,conservative,6673.0
NY-08,2014,working families,6786.0
NY-09,2014,working families,11662.0
NY-09,2014,democrat,70997.0
NY-09,2014,conservative,9727.0
NY-10,2014,conservative,12042.0
NY-10,2014,working families,15135.0
NY-10,2014,democrat,73945.0
NY-10,2014,flourish every person,554.0
NY-11,2014,independence,2344.0
NY-11,2014,republican,48291.0
NY-11,2014,working families,3815.0
NY-11,2014,conservative,8251.0
NY-11,2014,green,2687.0
NY-11,2014,democrat,41429.0
NY-12,2014,democrat,78440.0
NY-12,2014,independence,1326.0
NY-12,2014,conservative,1841.0
NY-12,2014,working families,12163.0
NY-12,2014,republican,19564.0
NY-13,2014,working families,4959.0
NY-13,2014,green,9806.0
NY-13,2014,democrat,63437.0
NY-14,2014,democrat,45370.0
NY-14,2014,conservative,6735.0
NY-14,2014,working families,4982.0
NY-15,2014,democrat,53128.0
NY-15,2014,conservative,1047.0
NY-15,2014,green,568.0
NY-15,2014,working families,1778.0
NY-16,2014,working families,9570.0
NY-16,2014,democrat,90088.0
NY-17,2014,working families,8855.0
NY-17,2014,republican,63549.0
NY-17,2014,conservative,12232.0
NY-17,2014,democrat,89295.0
NY-18,2014,working families,12758.0
NY-18,2014,republican,66523.0
NY-18,2014,conservative,15714.0
NY-18,2014,democrat,76235.0
NY-18,2014,mr. smith goes to congress,4294.0
NY-18,2014,independence,3423.0
NY-19,2014,democrat,60533.0
NY-19,2014,republican,102118.0
NY-19,2014,conservative,20420.0
NY-19,2014,independence,9056.0
NY-19,2014,working families,11937.0
NY-20,2014,working families,11285.0
NY-20,2014,independence,10389.0
NY-20,2014,conservative,17284.0
NY-20,2014,republican,61820.0
NY-20,2014,democrat,103437.0
NY-21,2014,independence,4404.0
NY-21,2014,conservative,12207.0
NY-21,2014,working families,5923.0
NY-21,2014,republican,79615.0
NY-21,2014,democrat,53140.0
NY-21,2014,green,19238.0
NY-22,2014,republican,113574.0
NY-22,2014,independence,16277.0
NY-23,2014,republican,94375.0
NY-23,2014,working families,10009.0
NY-23,2014,conservative,13917.0
NY-23,2014,democrat,60233.0
NY-23,2014,independence,4838.0
NY-24,2014,republican,93881.0
NY-24,2014,working families,7673.0
NY-24,2014,independence,6825.0
NY-24,2014,democrat,72631.0
NY-24,2014,conservative,17768.0
NY-25,2014,conservative,19942.0
NY-25,2014,working families,9539.0
NY-25,2014,democrat,87264.0
NY-25,2014,republican,75990.0
NY-26,2014,republican,38477.0
NY-26,2014,working families,12562.0
NY-26,2014,democrat,100648.0
NY-26,2014,conservative,14432.0
NY-27,2014,independence,7899.0
NY-27,2014,conservative,27605.0
NY-27,2014,democrat,50939.0
NY-27,2014,working families,7972.0
NY-27,2014,republican,109171.0
NC-01,2014,republican,55990.0
NC-01,2014,democrat,154333.0
NC-02,2014,republican,122128.0
NC-02,2014,democrat,85479.0
NC-03,2014,democrat,66182.0
NC-03,2014,republican,139415.0
NC-04,2014,democrat,169946.0
NC-04,2014,republican,57416.0
NC-05,2014,republican,139279.0
NC-05,2014,democrat,88973.0
NC-06,2014,democrat,103758.0
NC-06,2014,republican,147312.0
NC-07,2014,republican,134431.0
NC-07,2014,libertarian,7850.0
NC-07,2014,democrat,84054.0
NC-08,2014,republican,121568.0
NC-08,2014,democrat,65854.0
NC-09,2014,republican,163080.0
NC-10,2014,democrat,85292.0
NC-10,2014,republican,133504.0
NC-11,2014,democrat,85342.0
NC-11,2014,republican,144682.0
NC-12,2014,republican,42568.0
NC-12,2014,democrat,130096.0
NC-13,2014,democrat,114718.0
NC-13,2014,republican,153991.0
ND-00,2014,democratic-nonpartisan league,95678.0
ND-00,2014,republican,138100.0
ND-00,2014,libertarian,14531.0
OH-01,2014,republican,124779.0
OH-01,2014,democrat,72604.0
OH-02,2014,republican,132658.0
OH-02,2014,democrat,68453.0
OH-03,2014,republican,51475.0
OH-03,2014,democrat,91769.0
OH-04,2014,republican,125907.0
OH-04,2014,democrat,60165.0
OH-05,2014,republican,134449.0
OH-05,2014,democrat,58507.0
OH-05,2014,libertarian,9344.0
OH-06,2014,green,6065.0
OH-06,2014,democrat,73561.0
OH-06,2014,republican,111026.0
OH-07,2014,republican,143959.0
OH-08,2014,democrat,51534.0
OH-08,2014,constitution,10257.0
OH-08,2014,republican,126539.0
OH-09,2014,republican,51704.0
OH-09,2014,democrat,108870.0
OH-10,2014,republican,130752.0
OH-10,2014,democrat,63249.0
OH-10,2014,libertarian,6605.0
OH-11,2014,republican,35461.0
OH-11,2014,democrat,137105.0
OH-12,2014,green,9148.0
OH-12,2014,republican,150573.0
OH-12,2014,democrat,61360.0
OH-13,2014,democrat,120230.0
OH-13,2014,republican,55233.0
OH-14,2014,democrat,70856.0
OH-14,2014,republican,135736.0
OH-14,2014,libertarian,7988.0
OH-15,2014,republican,128496.0
OH-15,2014,democrat,66125.0
OH-16,2014,democrat,75199.0
OH-16,2014,republican,132176.0
OK-01,2014,republican,1.0
OK-02,2014,republican,110925.0
OK-02,2014,democrat,38964.0
OK-02,2014,independent,8518.0
OK-03,2014,republican,133335.0
OK-03,2014,democrat,36270.0
OK-04,2014,republican,117721.0
OK-04,2014,independent,7549.0
OK-04,2014,democrat,40998.0
OK-05,2014,republican,95632.0
OK-05,2014,independent,2176.0
OK-05,2014,democrat,57790.0
OR-01,2014,republican,96245.0
OR-01,2014,democrat,160038.0
